Listing Name,Display Name,Sector,Brief Description,Address,Website,Phone,Social Media 1,Social Media 1 Type,Social Media 2,Social Media 2 Type,Social Media 3,Social Media 3 Type,Status,ID,lon,lat
Algarabia Language Co-op,Algarabia Language Co-op,Worker,"Algarabia Language Co-op offers affordable language classes and social justice curricula that speaks to you.

​Our Language for Social Justice program was established in 2016 as a grassroots alternative to formal language instruction, serving queer People of Color, Spanish and Arabic bilinguals (Heritage speakers), community organizers, political activists and community-based organizations.

As we are committed to anti-colonial political education, we offer Spanish and Arabic language classes with a social justice focus, centering the experiences of immigrant and queer People of Color and offering sliding scale and payment plans.",,https://www.algarabialanguage.com,,,,,,,,,1910,,
Alliance Psychological Services of New York (Alliance Collective),Alliance Psychological Services of New York (Alliance Collective),Worker,"Alliance Psychological Services of New York is part of a worker collective on the border of Brooklyn and Queens. As humans with radical values, we actively oppose the ""mental health industrial complex""—the cultural, political, and economic system that maintains structures of oppression through its power to define and enforce ""sanity."" Many of us who seek care end up experiencing coercion and control. Yet, because (1) we are human, and (2) we wake up every morning to capitalism and a piping-hot, freshly poured cup of injustice, we need care.",,http://www.alliancepsych.nyc,,,,,,,,,1911,-73.904548,40.697234
Ampled,Ampled,Worker,"Ampled is a Patreon-like platform for musicians, owned by its artists and workers. Ampled allows artists to be directly supported by their community without intermediaries or gatekeepers (and is collectively owned by its artists and workers).",,https://www.ampled.com/,,,,,,,,,1912,,
Apple Eco-Cleaning,Apple Eco-Cleaning,Worker,"Apple Eco-Friendly Cleaning, LLC is a woman worker-owned cooperative, founded in 2010 when, against all odds, a group of women sought a way to organize themselves in the quest for better jobs and treatment, and, overall, a better quality of life. Based in Queens, NY, Apple Eco-Friendly Cleaning, LLC is a green cleaning business model based on social responsibility, environmental justice, and collective ownership.",,https://www.appleecocleaning.com/,,,,,,,,,1913,,
Atlantic Fine Art Services (formerly known as Red Hook Transfer),Atlantic Fine Art Services (formerly known as Red Hook Transfer),Worker,"Atlantic Fine Art Services is a full-service worker cooperative offering crating, fabrication, transport, installation, shipping & storage. Owned & operated by a collective of veteran art-handlers, fabricators and skilled tradespeople, they have over 100 years of combined experience with backgrounds in art handling, art logistics, carpentry, woodworking, fabrication and high-end residential & commercial construction.",,https://www.atlanticfineartservices.com,,,,,,,,,1914,-74.007539,40.680357
Beyond Booking Inc / The Bunker New York,Beyond Booking Inc / The Bunker New York,Worker,"The Bunker New York is an event series, record label, booking agency, podcast, and radio show",,http://thebunkerny.com,,,,,,,,,1915,-73.961562,40.714098
Beyond Care Childcare Coop,Beyond Care Childcare Coop,Worker,A socially responsible cooperative business whose members provide child care services.,,http://beyondcare.coop,,,,,,,,,1916,-74.00511,40.652001
Big Duck,Big Duck,Worker,"Big Duck is a worker-owned cooperative that has been developing nonprofit brands, campaigns, and teams for decades. We’ve honed our process and structure to make communications projects manageable for our clients while delivering exceptional results.",,https://bigduck.com/,,,,,,,,,1917,-73.976051,40.673329
Bio-Classic Cleaning,Bio-Classic Cleaning,Worker,"Bio Classic is an organization of women who strive to provide a high quality cleaning service, using ecological products that allow us to protect the health of our customers, the environment, and our children.",,https://bioclassiccleaning.coop,,,,,,,,,1918,,
BKLN CLEAN Coop,BKLN CLEAN Coop,Worker,"We are workers in the cleaning industry and our mission is to take care of the health and well-being of us, our clients, and the environment. The cooperative offers natural biodegradable cleaning products shaped by their 12 year of experience in the home and commercial cleaning industry.",,https://bklnclean.coop,,,,,,,,,1919,-74.009514,40.651013
Bluestockings Cooperative,Bluestockings Cooperative,Worker,"Bluestockings Cooperative is a worker-owned community space and bookstore guided by the principles of abolition feminism, solidarity, and transformative justice practices.",,http://www.bluestockings.com,,,,,,,,,1920,-73.985918,40.718933
breadfruit,breadfruit,Worker,"Breadfruit is a cooperative focused on woodworking and other Indigenous maker practices. We co-create and share refurbished furniture, home goods and skill shares with working-class Black, Indigenous and People of Color in NYC.",,https://www.breadfruit.coop/,,,,,,,,,1921,-73.889551,40.871905
Bridge Change,Bridge Change,Worker,,,http://bridgechange.com,,,,,,,,,1922,-73.925659,40.672094
Brooklyn Stone and Tile,Brooklyn Stone and Tile,Worker,"Brooklyn Stone & Tile is a worker cooperative specializing in fabrication and installation of natural stone, quartz and tile material.",,https://brooklynstoneandtile.com/,,,,,,,,,1923,-73.977765,40.698472
Cooperative Home Care Associates,Cooperative Home Care Associates,Worker,"Cooperative Home Care Associates (CHCA) is a nationally recognized, worker-owned home care agency in the Bronx. CHCA was founded in 1985 to provide quality home care to clients by providing quality jobs for direct-care workers.",,http://chcany.org,,,,,,,,,1924,-73.89191,40.860884
Cooperatives United for Sunset Park,Cooperatives United for Sunset Park,Worker,"Alianza CUSP, Inc. is a non-profit organization that believes in an inclusive economy where everybody can participate",,http://cusp.coop/,,,,,,,,,1925,-74.004742,40.652009
Custom Collaborative,Custom Collaborative,Worker,Custom Collaborative is an workforce development program and worker cooperative that trains and supports women from low-income and immigrant communities to launch fashion careers and businesses.,,https://www.customcollaborative.org/,,,,,,,,,1926,-73.941813,40.82473
Ecomundo Cleaning Coop,Ecomundo Cleaning Coop,Worker,"We are a worker-owned business that offers green cleaning services for homes, offices and businesses in the New York Metropolitan area.",,http://ecomundo.coop,,,,,,,,,1927,-73.937222,40.846106
Fashion That Works Cooperative,Fashion That Works Cooperative,Worker,Fashion that Works (FTW) is a minority worker-owned cooperative based in New York City that manufactures garments and accessories for both start-up and established designers local and world-wide. We are entirely a women-owned business founded by a group of 4 highly-skilled graduates of the Custom Collaborative sewing institute. We are guided by our shared passion to build a sustainable and ethical business.,,https://www.ftwproduction.coop,,,,,,,,,1928,-73.939491,40.803416
Golden Steps Elder Care Cooperative,Golden Steps Elder Care Cooperative,Worker,"Golden Steps is a unique worker-owned cooperative that provides companionship and professional home care to elder New Yorkers who want to remain safe and independent at home. Through compassionate, respectful and experienced care, we aim to improve the quality of life for our clients and promote peace of mind for their families.",,http://www.goldensteps.coop,,,,,,,,,1929,,
GrooveVsn,GrooveVsn,Worker,"GrooveVsn is a worker-owned design cooperative supporting organizations, businesses, and individuals. We seek to create quality work that includes brand strategy and web design. GrooveVsn aims to create sustainable and autonomous working environments for Black and POC creatives. We’re driven to provide resources to empower our communities to create their own narratives.",,https://www.groovevsn.com,,,,,,,,,1930,-73.898366,40.856311
Happy Family Night Market,Happy Family Night Market,Worker,"Happy Family celebrates the Asian diaspora and deepens cross-cultural exchange through food, art, and education. We plan to grow into an arts & cultural cooperative that challenges colonial notions of Asia, and supports emerging Asian and Pacific Islander artists, educators, chefs and social entrepreneurs.",,https://www.happyfamilymkt.com/,,,,,,,,,1931,,
High Mi Madre,High Mi Madre,Worker,Women and femme of color marijuana cooperative. Our mission is to support people of color in entering the legal marijuana industry and direct the economic benefits of the marijuana industry into our communities that have been targeted and devasted by the War on Drugs.,,,,,,,,,,,1932,,
Hopewell Care Childcare Cooperative,Hopewell Care Childcare Cooperative,Worker,"Our mission is to provide reliable, trustworthy care service through training passionate and professional caregivers. Our members have the opportunity to learn as part of a team and to work with dignity and self-esteem while being respectful and loving to our community.",,www.hopewellcare.copp,,,,,,,,,1933,-74.002578,40.685262
It Takes A City Llc.,It Takes A City Llc.,Worker,"We are a hybrid, multi-stakeholder cooperative that was formed in order to bring about a community-based solution to the dire need for an answer to the child and elder care conundrum within the United States. ​ Our Mission is to provide wealth-building tools and opportunities to providers of child and elder care and the families they provide care for.",,https://ittakesacity.coop,,,,,,,,,1934,-73.949265,40.689923
MaComère Consulting Cooperative,MaComère Consulting Cooperative,Worker,"Consulting firm that uses data analytics to inform community engagement, applied public health reserach, and visual storytelling.",,,,,,,,,,,1935,-73.946039,40.834415
Maharlika Cleaning Cooperative,Maharlika Cleaning Cooperative,Worker,"Maharlika Cleaning Cooperative is a worker-owned business whose mission is to create sustainable, just and healthy workplaces for our community, clients and member-owners. We are committed to providing high quality, eco-friendly office cleaning services while creating stable and decent jobs through promotion of democratic decision-making, education and living wages.",,https://maharlikacleaning.coop/,,,,,,,,,1936,-73.9942,40.757243
May First Movement Technology,May First Movement Technology,Worker,"May First Movement Technology is a non-profit membership organization that engages in building movements by advancing the strategic use and collective control of technology for local struggles, global transformation, and emancipation without borders.",,https://mayfirst.coop/,,,,,,,,,1937,,
Meerkat Media Collective,Meerkat Media Collective,Worker,"The Meerkat Media Worker Cooperative is a democratically run production company that produces artful and impactful films with an emphasis on narrative storytelling, visual craft, and a dedication to the highest production value.",,http://meerkatmedia.org/,,,,,,,,,1938,-74.023907,40.6455
Mi Oh My Hydroponic Farms,Mi Oh My Hydroponic Farms,Worker,"Mi(crogreens) Oh My(celium) Farms is worker-owned, producing 100% organic and delicious microgreens and mushrooms. Produced locally in The Bronx, our mission is to provide our community with a high-quality product at a low-cost while promoting healthy diets and lifestyles.",,https://www.miohmyfarms.com/,,,,,,,,,1939,-73.912877,40.891736
Nannybee,Nannybee,Worker,"A network of Nanny-owned worker cooperatives, providing a range of childcare services at your home.",,https://nannybee.coop/ (not working),,,,,,,,,1940,-73.937222,40.846106
New York Music Coop,New York Music Coop,Worker,The New York Music Cooperative provides high-quality music instruction to all communities within the New York City metropolitan area.,,http://nymusiccoop.com,,,,,,,,,1941,-73.992528,40.687309
OnPoint Security NYC,OnPoint Security NYC,Worker,OnPoint Security NYC is an employee-owned security firm staffed by exceptionally trained security guard professionals with decades of experience.,,http://onpointsecurity.nyc,,,,,,,,,1942,-73.942214,40.755925
OSHA Solutions,OSHA Solutions,Worker,OSHA Solutions is a cooperative of trainers authorized to provide occupational safety and health courses for in construction and for general industry.,,http://oshasolutionscoop.com,,,,,,,,,1943,-73.933265,40.772686
Pa'lante Forward Green Cleaning,Pa'lante Forward Green Cleaning,Worker,We are a worker-owned cooperative providing professional cleaning services to homes and offices across all five boroughs of New York City.,,http://palantecleaning.coop,,,,,,,,,1944,-74.00511,40.652001
"Palante Technology Cooperative, Inc.","Palante Technology Cooperative, Inc.",Worker,"We provide technology consulting services to nonprofit progressive, social justice, & community organizations. Our tight focus allows us to specialize in tools specific to the needs of the movements we serve.",,https://palantetech.coop,,,,,,,,,1945,,
Partner & Partners,Partner & Partners,Worker,"We are a worker-owned design practice focusing on print, exhibition, interactive, and identity work with clients and collaborators in art, architecture, government, and activism.",,https://partnerandpartners.com/,,,,,,,,,1946,-73.992952,40.74533
Paw Partners,Paw Partners,Worker,Paw Partners delivers customized dog walks with the reliability of a friend and the proficiency of a professional.,,http://pawpartnerscoop.com,,,,,,,,,1947,-73.933265,40.772686
Position Development,Position Development,Worker,"Position Development is a worker-run software development company with a focus on independent media, cultural institutions and socially minded organizations.",,https://www.radiateconsulting.coop/new-york,,,,,,,,,1948,-73.986789,40.70403
"Radiate Consulting NYC/ Sunlight Strategies NYC, LLC","Radiate Consulting NYC/ Sunlight Strategies NYC, LLC",Worker,Radiate Consulting ™ offers an easy-to-understand contracting process to make engagement with your consultants simple and smooth. The cooperative handles contract details so that clients and consultants can focus on completing the scope of work.,,"https://radixmedia.org/
",,,,,,,,,1949,-73.991136,40.738772
Radix Media,Radix Media,Worker,"Radix Media is a worker-owned and operated union print shop and publisher based in Brooklyn, New York, offering offset, letterpress, and digital printing services, as well as foil stamping, embossing, die-cutting, and paper duplexing. We print business cards, annual reports, posters, invitations, and much more. We also offer graphic design services ranging from logo creation and asset design to full book layout. Our name comes from the Latin root of the word radical which means to get to the root.",,,,,,,,,,,1950,-73.973108,40.680261
Research|Action,Research|Action,Worker,"Research|Action’s members have years of organizing, research, policy analysis and communications experience all aimed at helping labor and justice organizations achieve their goals. We pride ourselves on our ability to bridge research and action by presenting our findings in clear, everyday language that is easily understood.",,,,,,,,,,,1951,-73.974968,40.650783
Rewired LLC,Rewired LLC,Worker,"Politics Rewired is a worker-owned cooperative designing human and technological solutions for organizers. We work with organizers to streamline workflows so that they can focus on what they do best: building systems and relationships.

We work with political campaigns, unions, and movement organizations, with a deliberate emphasis on supporting Left insurgents and building independent Left infrastructure.",,,,,,,,,,,1952,-73.948368,40.709249
Riseboro Community Partnership,Riseboro Community Partnership,Worker,"Riseboro's Central Brooklyn Food Democracy Project advances a culture of healthy food, resilience and cooperative self-determination among long-term residents who are at risk of residential and commercial displacement in Central Brooklyn. In direct response to a pattern and practice of food redlining in Central Brooklyn, the Brooklyn Movement Center and RiseBoro have partnered to imagine a neighborhood-based food system powered by a new generation of consumer- and worker-owned cooperative food enterprises.",,,,,,,,,,,1953,-73.935363,40.699161
Samamkaya Yoga Back Care & Scoliosis Collective,Samamkaya Yoga Back Care & Scoliosis Collective,Worker,"Samamkāya Yoga Back Care & Scoliosis Collective is a therapeutic, worker-owned yoga studio. Our aim is to make yoga accessible and healing to students of all ages and abilities who are living with back injuries, chronic/acute pain, differently shaped spines/bodies, scoliosis and spinal fusions.",,,,,,,,,,,1954,-73.99343,40.743498
Sunset Scholars Tutoring Cooperative,Sunset Scholars Tutoring Cooperative,Worker,,,,,,,,,,,,1955,-74.00511,40.652001
The Drivers Cooperative,The Drivers Cooperative,Worker,"We are a driver-owned ridehailing cooperative in New York City. Drivers make more on each trip, all profits go back to drivers, and drivers have democratic control over the decisions that affect their lives. Our mission is to end exploitative conditions in the for-hire vehicle industry through system change– putting drivers in the driver’s seat of the platform economy.
",,,,,,,,,,,1956,-73.902952,40.861486
The Iluminator Collective Inc,The Iluminator Collective Inc,Worker,"The Illuminator is an art-activist collective comprised of visual artists, educators, filmmakers, and technologists living and working in New York City. The collective has staged hundreds of projection-interventions in public spaces, transforming the street from a space of passive consumption and transit into a site of engagement, conflict, and dialogue. Our work calls attention to the many urgent crises that confront us, in support of the ongoing struggle for a more just, peaceful and sustainable world.",,,,,,,,,,,1957,,
Time Of Day Media,Time Of Day Media,Worker,Time of Day Media is a worker-owned unionized creative agency.,,,,,,,,,,,1958,-73.981226,40.732962
The Soze Agency,The Soze Agency,Worker,"We create social impact campaigns about compassion, authenticity and equity. We are worker's owned.",,,,,,,,,,,1959,,
TRIBE Co-Create,TRIBE Co-Create,Worker,A coworking and community space for (QT)BIPOC folx dedicated to reclaiming the future of the Bronx.,,,,,,,,,,,1960,,
Trusty Amigos Coop,Trusty Amigos Coop,Worker,"Trusty Amigos is a cooperative business where the walkers are the owners of the business. We strive to bring enthusiasm, professionalism and dignity to our work as dog walking and pet-care professionals.",,,,,,,,,,,1961,-73.997567,40.660192
Uptown Village Cooperative,Uptown Village Cooperative,Worker,"Uptown Village is a community of maternal health professionals supporting gentle birth and postpartum, breastfeeding, and reproductive health justice in Upper Manhattan & The Bronx.",,,,,,,,,,,1962,-73.943934,40.834616
Wholehearted Bookkeeping,Wholehearted Bookkeeping,Worker,"We are a proud worker cooperative, which means we are bookkeeper-owned and run. We are part of a movement for an economy which works for all, and which prioritizes people and planet over profit.",,,,,,,,,,,1963,-74.000683,40.762098
Woke Foods,Woke Foods,Worker,Woke Foods is a food service and food justice worker-owned cooperatives focus on innovating Dominican and Afro-Caribbean plant-based foods.,,,,,,,,,,,1964,,
Brooklyn Packers,Brooklyn Packers ,Worker,,"224 Marcus Garvey Blvd, Brooklyn, NY 11221",,,,,,,,,,1978,-73.939624,40.690204
14th Street YMCA CSA,14th Street YMCA CSA,CSAs,,"344 E 14th St, Manhattan, NY 10003",,,,,,,,,,1965,-73.983416,40.731262
607 CSA,607 CSA,CSAs,,360 Van Brunt Street (Sullivan and Wolcott),,,,,,,,,,1966,-74.012765,40.677737
810 Gerard CSA,810 Gerard CSA,CSAs,See Just Food entry and map for more details,"876 Gerard Ave, 2nd Fl, Bronx, NY 10451",https://www.justfood.org/810-gerard-csa,,,,,,,,,1967,-73.9245,40.827787
88th Street CSA,88th Street CSA,CSAs,See Just Food entry and map for more details,"316 E 88th St, Manhattan, NY 10128",https://www.justfood.org/88th-street-csa,,,,,,,,,1968,-73.949529,40.778313
APEC CSA,APEC CSA,CSAs,See Just Food entry and map for more details,"22806 Northern Blvd, Queens, NY 11362",https://www.justfood.org/apec-csa,,,,,,,,,1969,-73.753348,40.762715
B'nai Jeshurun Hazorim CSA,B'nai Jeshurun Hazorim CSA,CSAs,See Just Food entry and map for more details,"270 W 89th St, Manhattan, NY 10024",https://www.justfood.org/bnai-jeshurun-hazorim-csa,,,,,,,,,1970,-73.976001,40.790389
Bay Ridge CSA,Bay Ridge CSA,CSAs,See Just Food entry and map for more details,"6753 4th Ave., Brooklyn, NY 11220",https://www.justfood.org/bay-ridge-csa,,,,,,,,,1971,-74.022776,40.635447
Bed-Stuy CSA,Bed-Stuy CSA,CSAs,See Just Food entry and map for more details,"197 Patchen Ave., Brooklyn, NY 11233",https://www.justfood.org/bedstuy-csa-grandchamps-restaurant,,,,,,,,,1972,-73.926212,40.68471
Briarwood CSA,Briarwood CSA,CSAs,See Just Food entry and map for more details,"85-12 Main St., Queens, NY 11435",https://www.justfood.org/briarwood-csa,,,,,,,,,1973,-73.819438,40.710028
Bronx Park East CSA,Bronx Park East CSA,CSAs,,"Boston Rd &, Bronx Park E, Bronx, NY 10462",https://bronxparkeastcsa.com/bronx,,,,,,,,,1974,-73.867686,40.858666
Bronx Park East CSA - Harlem,Bronx Park East CSA - Harlem,CSAs,See Just Food entry and map for more details,"330 St Nicholas Avenue , Manhattan, NY 10027",https://www.justfood.org/bronx-park-east-csa-harlem,,,,,,,,,1975,-73.951481,40.811697
Brooklyn Beet CSA,Brooklyn Beet CSA,CSAs,See Just Food entry and map for more details,"30 3rd Ave., Brooklyn, NY 11217",https://www.justfood.org/brooklyn-beet-csa,,,,,,,,,1976,-73.980642,40.68566
Brooklyn Bridge CSA,Brooklyn Bridge CSA,CSAs,See Just Food entry and map for more details,"124 Henry St., Brooklyn, NY 11201",https://www.justfood.org/brooklyn-bridge-csa,,,,,,,,,1977,-73.9937,40.697035
Bushwick Food Co-op CSA,Bushwick Food Co-op CSA,CSAs,See Just Food entry and map for more details,"2 Porter Ave. #107, Brooklyn, NY 11237",https://www.justfood.org/bushwick-food-coop-csa,,,,,,,,,1979,-73.928143,40.705041
Callen-Lorde CSA,Callen-Lorde CSA,CSAs,See Just Food entry and map for more details,"356 W 18th St, Manhattan, NY 10011",https://www.justfood.org/callenlorde-csa,,,,,,,,,1980,-74.002556,40.743321
Carnegie Hill CSA,Carnegie Hill CSA,CSAs,See Just Food entry and map for more details,"1085 Fifth Ave, Manhattan, NY 10128",https://www.justfood.org/carnegie-hill-csa,,,,,,,,,1981,-73.958162,40.783707
Carroll Gardens CSA,Carroll Gardens CSA,CSAs,See Just Food entry and map for more details,"134 2nd Pl., Brooklyn, NY 11231",https://www.justfood.org/carroll-gardens-csa,,,,,,,,,1982,-73.9962,40.678948
Central Harlem CSA,Central Harlem CSA,CSAs,See Just Food entry and map for more details,"200 W 135th St, Manhattan, NY 10030",https://www.justfood.org/central-harlem-csa,,,,,,,,,1983,-73.94431,40.815261
Central Park West CSA,Central Park West CSA,CSAs,See Just Food entry and map for more details,"450 Columbus Ave, Manhattan, NY 10024",https://www.justfood.org/central-park-west-csa,,,,,,,,,1984,-73.974532,40.783776
Chelsea CSA,Chelsea CSA,CSAs,See Just Food entry and map for more details,"441 W 26th St, Manhattan, NY 10001",https://www.justfood.org/chelsea-csa,,,,,,,,,1985,-74.001472,40.749559
City Island CSA,City Island CSA,CSAs,See Just Food entry and map for more details,"190 Fordham St, Bronx, NY 10464",https://www.justfood.org/city-island-csa,,,,,,,,,1986,-73.784496,40.847367
Clinton Hill CSA,Clinton Hill CSA,CSAs,See Just Food entry and map for more details,"170 Gates Ave, Brooklyn, NY 11238",https://www.justfood.org/clinton-hill-csa,,,,,,,,,1987,-73.960321,40.684299
Cobble Hill CSA,Cobble Hill CSA,CSAs,See Just Food entry and map for more details,"326 Clinton St., Brooklyn, NY 11231",https://www.justfood.org/cobble-hill-csa,,,,,,,,,1988,-73.99667,40.685757
Common Hands Farm CSA,Common Hands Farm CSA,CSAs,See Just Food entry and map for more details,"575 Degraw St, Brooklyn, NY 11217",https://www.justfood.org/common-hands-farm-csa,,,,,,,,,1989,-73.983921,40.67969
Cream of the Crop CSA,Cream of the Crop CSA,CSAs,See Just Food entry and map for more details,"263 W 86th St, Manhattan, NY 10024",https://www.justfood.org/cream-of-the-crop-csa,,,,,,,,,1990,-73.977264,40.788968
Crown Heights CSA,Crown Heights CSA,CSAs,See Just Food entry and map for more details,"691 Prospect Pl., Brooklyn, NY 11216",https://www.justfood.org/crown-heights-csa,,,,,,,,,1991,-73.953846,40.674761
CSA @ MSJC,CSA @ MSJC,CSAs,See Just Food entry and map for more details,"135 Bennett Ave, Manhattan, NY 10033",https://www.justfood.org/csa-msjc,,,,,,,,,1992,-73.934099,40.854522
CSA at Ansche Chesed,CSA at Ansche Chesed,CSAs,See Just Food entry and map for more details,"251 W 100th St, Manhattan, NY 10025",https://www.justfood.org/csa-at-ansche-chesed,,,,,,,,,1993,-73.970927,40.797863
Dirty Boots Farm CSA - Bay Ridge,Dirty Boots Farm CSA - Bay Ridge,CSAs,See Just Food entry and map for more details,"Bliss Terrace, Brooklyn, NY 11220",https://www.justfood.org/dirty-boots-farm-csa-bliss-terrace,,,,,,,,,1994,-74.031623,40.638498
Dirty Boots Farm CSA - Bushwick,Dirty Boots Farm CSA - Bushwick,CSAs,See Just Food entry and map for more details,"445 Troutman St, Brooklyn, NY 11237",https://www.justfood.org/dirty-boots-farm-csa,,,,,,,,,1995,-73.921725,40.707993
Ditmas Park CSA,Ditmas Park CSA,CSAs,See Just Food entry and map for more details,"424 E.19th St., Brooklyn, NY 11226",https://www.justfood.org/ditmas-park-csa,,,,,,,,,1996,-73.960826,40.640268
DUMBO/ Vinegar Hill CSA,DUMBO/ Vinegar Hill CSA,CSAs,See Just Food entry and map for more details,"50 Jay St., Brooklyn, NY 11201",https://www.justfood.org/dumbo-vinegar-hill-csa,,,,,,,,,1997,-73.986896,40.703491
Dutch Kills CSA,Dutch Kills CSA,CSAs,See Just Food entry and map for more details,"35-30 35th St., Queens, NY 11106",https://www.justfood.org/dutch-kills-csa,,,,,,,,,1998,-73.926338,40.75576
East Williamsburg CSA - Saturday,East Williamsburg CSA - Saturday,CSAs,See Just Food entry and map for more details,"266 Skillman Avenue, Brooklyn, NY 11211",https://www.justfood.org/east-williamsburg-csa-saturday,,,,,,,,,1999,-73.940299,40.716214
Enterprise Farm CSA,Enterprise Farm CSA,CSAs,See Just Food entry and map for more details,"11 Greene Ave, Brooklyn, NY 11238",https://www.justfood.org/enterprise-farm-csa,,,,,,,,,2000,-73.972971,40.686076
Farm Spot CSA,Farm Spot CSA,CSAs,See Just Food entry and map for more details,"33-50 82nd St, Queens, NY 11372",https://www.justfood.org/farm-spot-csa,,,,,,,,,2001,-73.885504,40.753992
Fishkill Farms Park Slope CSA,Fishkill Farms Park Slope CSA,CSAs,See Just Food entry and map for more details,"336 3rd St, Brooklyn, NY 11215",https://www.justfood.org/fishkill-farms-csa,,,,,,,,,2002,-73.984587,40.673002
Flatbush Farm Share - Flatbush Ave,Flatbush Farm Share - Flatbush Ave,CSAs,See Just Food entry and map for more details,"890 Flatbush Ave., Brooklyn, NY 11226",https://www.justfood.org/flatbush-farm-share,,,,,,,,,2003,-73.958989,40.650137
Flatbush Farm Share CSA - Kenmore Terrace,Flatbush Farm Share CSA - Kenmore Terrace,CSAs,See Just Food entry and map for more details,"2103 Kenmore Terrace, Brooklyn, NY 11226",https://www.justfood.org/flatbush-farm-share-csa,,,,,,,,,2004,-73.959582,40.649385
Flushing CSA,Flushing CSA,CSAs,See Just Food entry and map for more details,"137-35 Northern Blvd., Queens, NY 11354",https://www.justfood.org/flushing-csa,,,,,,,,,2005,-73.830031,40.76389
Forest Hills CSA,Forest Hills CSA,CSAs,See Just Food entry and map for more details,"50 Ascan Ave, Queens, NY 11375",https://www.justfood.org/forest-hills-csa,,,,,,,,,2006,-73.84147,40.716368
Forest Hills Tuv Ha'Aretz,Forest Hills Tuv Ha'Aretz,CSAs,See Just Food entry and map for more details,"106-06 Queens Boulevard, Queens, NY 11375",https://www.justfood.org/forest-hills-tuv-haaretz,,,,,,,,,2007,-73.84729,40.72269
Fulton Market CSA,Fulton Market CSA,CSAs,See Just Food entry and map for more details,"South Street and Fulton Street, Manhattan, NY 10038",https://www.justfood.org/fulton-market-csa,,,,,,,,,2008,-74.003112,40.706266
Glendale CSA,Glendale CSA,CSAs,See Just Food entry and map for more details,"Corner of 88th Street and 74th Ave., Queens, NY 11385",https://www.justfood.org/glendale-csa,,,,,,,,,2009,-73.863048,40.708334
Good Flavor Farm CSA,Good Flavor Farm CSA,CSAs,See Just Food entry and map for more details: ,"511 W 182nd St, Manhattan, NY 10033",https://www.justfood.org/good-flavor-farm-csa,,,,,,,,,2010,-73.931577,40.849375
Grand Street CSA,Grand Street CSA,CSAs,See Just Food entry and map for more details: ,"31 Essex St, Manhattan, NY 10002",https://www.justfood.org/grand-street-csa,,,,,,,,,2011,-73.989842,40.71596
Great Kills CSA,Great Kills CSA,CSAs,See Just Food entry and map for more details,"121 Cleveland Ave., Staten Island, NY 10308",https://www.justfood.org/great-kills-csa,,,,,,,,,2012,-74.148173,40.548113
Greene Harvest CSA,Greene Harvest CSA,CSAs,See Just Food entry and map for more details,"757 Fulton St., Brooklyn, NY 11217",https://www.justfood.org/greene-harvest-csa,,,,,,,,,2013,-73.974164,40.686439
Greenpoint-Williamsburg CSA - Sat,Greenpoint-Williamsburg CSA - Sat,CSAs,See Just Food entry and map for more details,"232 N 12th St & Driggs Ave, Brooklyn, NY 11211",https://www.justfood.org/greenpointwilliamsburg-csa-saturday,,,,,,,,,2014,-75.159099,39.95683
Greenpoint-Williamsburg CSA - Wed,Greenpoint-Williamsburg CSA - Wed,CSAs,See Just Food entry and map for more details,"307 Meeker Ave, Brooklyn, NY 11211",https://www.justfood.org/greenpointwilliamsburg-csa-wednesday,,,,,,,,,2015,-73.949311,40.71739
Greenwood Heights CSA,Greenwood Heights CSA,CSAs,See Just Food entry and map for more details,"Slope Park, 6th Ave. between 18th and 19th Sts., Brooklyn, NY 11215",https://www.justfood.org/greenwood-heights-csa,,,,,,,,,2016,-73.990063,40.661151
Harvest Astoria CSA,Harvest Astoria CSA,CSAs,See Just Food entry and map for more details,"30-14 Crescent St, Queens, NY 11102",https://www.justfood.org/harvest-astoria-csa,,,,,,,,,2017,-73.92573,40.768072
Haven's Kitchen CSA,Haven's Kitchen CSA,CSAs,See Just Food entry and map for more details,"109 W 17th St, Manhattan, NY 10011",https://www.justfood.org/havens-kitchen-csa,,,,,,,,,2018,-73.99592,40.73969
Hell's Kitchen CSA,Hell's Kitchen CSA,CSAs,See Just Food entry and map for more details,"480 W 42nd St, Manhattan, NY 10036",https://www.justfood.org/hells-kitchen-csa,,,,,,,,,2019,-73.995232,40.759228
Hell's Kitchen Farm Project CSA,Hell's Kitchen Farm Project CSA,CSAs,See Just Food entry and map for more details,"410 W 40th St, Manhattan, NY 10018",https://www.justfood.org/hells-kitchen-farm-project-csa,,,,,,,,,2020,-73.99433,40.757224
Hellgate CSA,Hellgate CSA,CSAs,See Just Food entry and map for more details,"27-20 Ditmars Boulevard, Astoria, NY 11105",https://www.justfood.org/hellgate-csa,,,,,,,,,2021,-73.912668,40.777219
HIR Riverdale CSA,HIR Riverdale CSA,CSAs,See Just Food entry and map for more details,"3700 Henry Hudson Parkway, Bronx, NY 10463",https://www.justfood.org/hir-riverdale-csa,,,,,,,,,2022,-73.910471,40.887927
Hollis Hills Bayside CSA,Hollis Hills Bayside CSA,CSAs,See Just Food entry and map for more details,"80-11 210th St, Queens, NY 11427",https://www.justfood.org/hollis-hills-bayside-csa,,,,,,,,,2023,-73.76037,40.732934
